,LIBID,1992 LOCGVT,STABR,LIBNAME,1993 LOCGVT,1994 LOCGVT,1995 LOCGVT,1996 LOCGVT,1997 LOCGVT,1998 LOCGVT,1999 LOCGVT,2000 LOCGVT,2001 LOCGVT,2002 LOCGVT,2003 LOCGVT,2004 LOCGVT,2005 LOCGVT,2006 LOCGVT,2007 LOCGVT,2008 LOCGVT,2009 LOCGVT,2010 LOCGVT,2011 LOCGVT,2012 LOCGVT,2013 LOCGVT,2014 LOCGVT,2015 LOCGVT,2016 LOCGVT
665,FL002,10785,TN,MEIGS-DECATUR PUBLIC LIBRARY,11123,11478,18666,18629,18629,18629,22165,27701,31188,30938,35844,36281,37172,37172,37867,40487,41086,43057,44146,44471,49471,50347,51920,58020
666,FL003,55692,TN,ROCKWOOD PUBLIC LIBRARY,67332,67671,74598,75094,70033,70033,89961,93957,91338,99013,107450,135886,136396,133047,136123,140465,145750,145750,145750,158388,156257,155900,155900,151650
667,FL004,26590,TN,MADISONVILLE PUBLIC LIBRARY,20038,20134,20134,20634,21634,21634,27900,29650,38300,35050,97700,97700,99700,118827,124274,126109,138109,138109,138109,138109,138109,138109,138109,138109
668,FL005,55842,TN,SWEETWATER PUBLIC LIBRARY,58850,61960,66960,71960,74460,74460,82600,89150,107850,107600,115000,115000,125000,125000,136564,144155,144155,144155,144155,144155,144155,154155,154155,154155
669,FL007,39201,TN,HARRIMAN PUBLIC LIBRARY,42683,40006,47659,50029,57152,57152,72424,76915,79690,79469,87295,104404,119435,87074,125950,129780,134995,140800,113084,113783,117309,117309,117907,117907
670,FL010,48650,TN,KINGSTON PUBLIC LIBRARY,62239,78875,77967,81121,91647,91647,109000,127138,134002,136727,139779,139779,141233,141133,198929,200295,207615,207615,204527,210794,210794,210794,210794,210794
671,FL012,328432,TN,BLOUNT COUNTY PUBLIC LIBRARY,390701,423408,496191,584897,652650,652650,728988,778572,796024,845000,1245500,1274811,1582129,1614447,1654229,1753472,1799041,1799041,1799041,1799040,1799040,1799040,1799041,1922907
672,HR005,62886,TN,FRANKLIN COUNTY PUBLIC LIBRARY,69990,71783,75228,31906,32878,32878,40635,40980,47230,110388,114513,149827,168209,176571,182437,192139,194250,239391,276729,280414,294291,297467,306888,304488
673,HR007,19902,TN,MOORE COUNTY PUBLIC LIBRARY,22780,23605,26616,28329,33597,33597,36957,46456,50887,53350,55394,55394,59055,59055,61269,66843,77834,80149,82776,87506,94035,89016,92251,101688
674,HR008,465450,TN,LINEBAUGH PUBLIC LIBRARY,699172,747072,773057,837601,914525,914525,1085758,1207840,1309239,1378489,1440245,1459727,1527090,1667134,1860647,1892906,1938859,1938859,2017696,2137288,2226214,2378209,2489166,2952994
675,HR009,14750,TN,FRED A. VAUGHT MEMORIAL LIBRARY,15250,16507,19403,21150,23736,23736,33000,34553,36674,39463,47758,48951,59095,63765,65756,68820,81598,79558,81598,81898,81898,81898,82282,86281
676,HR010,174005,TN,LEBANON-WILSON COUNTY PUBLIC LIBRARY,202512,135285,150376,159360,178769,178769,227408,252108,278129,292712,314739,346012,377080,423328,465785,482726,520997,533656,545502,611874,615792,625555,644596,664080
677,NL003,234495,TN,MORRISTOWN-HAMBLEN PUBLIC LIBRARY,245692,263997,285398,298328,320980,320980,375277,389777,421250,437000,437000,437000,437000,437000,457000,467000,472000,472000,493500,487100,514000,514000,514000,524250
678,NL004,11230,TN,HANCOCK COUNTY PUBLIC LIBRARY,12204,9750,13600,14160,16000,16000,27979,32634,32634,34984,35667,43477,43477,45778,45778,49260,56590,57520,52920,61090,63844,64085,65934,65934
679,NL005,17415,TN,DANDRIDGE MEMORIAL LIBRARY,19285,22317,28824,35106,41724,41724,63031,64527,74894,80000,83314,90244,95304,96242,98886,114171,109741,113416,110422,117512,115926,132780,127143,127431
680,NL006,17759,TN,JEFFERSON CITY PUBLIC LIBRARY,18164,19545,25740,31260,35772,35772,40366,48756,57238,65000,66426,72331,76847,77054,101230,110235,111830,122811,123450,131114,108241,94843,152306,152306
681,NL008,65000,TN,ANNA PORTER PUBLIC LIBRARY,70000,72800,76400,84000,93600,93600,99000,103000,111550,114650,125000,125000,125000,149000,152600,166650,192650,208000,208000,202000,207000,207000,207000,219700
682,NL009,16128,TN,STOKELY MEMORIAL LIBRARY,15000,16750,21750,32463,38694,38694,44320,47750,48080,50460,53640,54357,54759,55356,56327,57089,54707,70407,72207,71206,60660,73323,71949,71399
683,RF001,55500,TN,BENTON COUNTY LIBRARY,55500,55500,62000,65000,71000,71000,79000,99000,106000,115000,134000,134000,138600,160990,167600,182017,210620,236025,236025,220859,220859,220859,236025,255585
684,RF002,30500,TN,CARROLL COUNTY LIBRARY,30500,31000,33000,33000,40700,40700,46439,48145,51578,53501,54655,54842,58468,68291,70092,76601,77534,81128,81517,81554,79500,77427,78646,84675
685,RF004,40600,TN,GIBSON COUNTY MEMORIAL LIBRARY,43850,45250,53750,59750,63000,63000,78000,79600,78000,84000,84000,86040,88014,90591,96591,99146,135465,135477,190677,190677,180736,190377,197467,163355
686,RF005,45780,TN,HUMBOLDT PUBLIC LIBRARY,52212,66442,70703,66155,70575,70575,86712,96822,103077,112080,115155,115860,128350,153535,147852,151023,151023,151023,161090,164350,171275,196422,216278,221496
687,RF006,64565,TN,MILDRED G. FIELDS MEMORIAL LIBRARY,74700,75800,83450,99125,121550,121550,135786,162613,173877,180304,196891,220049,212472,217034,221738,226377,225308,236662,250701,248701,237659,251149,264217,267206
688,RF008,142533,TN,OBION COUNTY PUBLIC LIBRARY,146303,165427,175075,189064,221405,221405,235380,259048,267079,287000,303877,381281,432875,444039,457016,476262,501730,501730,501730,501730,628831,521292,519037,530849
689,RF010,115994,TN,C. E. WELDON PUBLIC LIBRARY,117188,135015,149815,172215,172651,172651,177002,177147,183409,192615,215941,226957,229689,236688,242398,253376,262858,265142,265220,270782,277802,271690,275153,280697
690,UC001,15112,TN,CLAY COUNTY PUBLIC LIBRARY,17585,18088,18594,23995,23995,23995,37110,37110,39460,42464,46034,46284,48874,62444,63827,69076,77242,78671,82780,86920,89252,91589,91589,91589
691,UC005,40545,TN,MACON COUNTY PUBLIC LIBRARY,40436,49702,53515,54165,54165,54165,92535,96737,104620,105102,108037,108037,108037,117355,117355,130311,130311,136611,136779,142887,138621,138621,144591,163492
692,UC008,290621,TN,PUTNAM COUNTY LIBRARY,314682,336490,359022,387032,387032,387032,444642,464405,489758,541334,567742,577743,585082,624557,668866,706206,731797,736001,750621,778094,787294,801349,824951,830088
693,UC009,28700,TN,SMITH COUNTY PUBLIC LIBRARY,28700,29400,30200,31980,31980,31980,35300,39716,41800,66950,67250,67850,67850,69600,72065,75065,78065,76720,81669,80669,84048,100943,101983,108784
694,WR001,48002,TN,CHEATHAM COUNTY PUBLIC LIBRARY,57850,59578,69487,41896,48391,48391,56358,61489,64445,73988,89300,98177,102486,105047,118804,133097,129044,127353,126956,128028,123846,133238,133060,168887
695,WR003,23537,TN,HOUSTON COUNTY PUBLIC LIBRARY,24510,26259,29503,35158,43694,43694,63859,70411,70483,79065,91195,98661,103477,107351,110328,113256,115556,116336,118477,121470,119170,119664,119751,119801
696,WR004,67968,TN,HUMPHREYS COUNTY PUBLIC LIBRARY,80130,80130,82234,88137,97482,97482,103535,103535,115619,119723,125046,127249,130744,133651,137149,140701,187738,192689,196939,201403,204384,205040,200721,211261
697,WR008,19860,TN,STEWART COUNTY PUBLIC LIBRARY,20728,22634,25366,28059,32416,32416,51494,68888,89542,90263,111134,128502,146702,159505,171574,194227,207878,211272,210985,217782,232920,230661,230566,239993
698,WT003,217018,TN,SULLIVAN COUNTY PUBLIC LIBRARY,229648,240103,262514,266349,301638,301638,385675,412028,421764,439546,547062,548507,608443,655239,711459,711459,742604,746104,762413,783247,791217,793194,801148,839452
699,WT004,479164,TN,JOHNSON CITY PUBLIC LIBRARY,524164,554164,604164,654164,724164,724164,891664,1180000,1221625,1225000,1225000,1225000,1265000,1365000,1425000,1464750,1575750,1575750,1575750,1575750,1617250,1628400,1628400,1688400
700,WT006,8500,TN,UNICOI COUNTY PUBLIC LIBRARY,8500,9000,9000,9000,13100,13100,16600,19300,26250,31000,37000,41500,43500,43500,48500,48500,49500,50500,51500,51500,52500,52500,52500,52500
701,WT008,11000,TN,JOHNSON COUNTY PUBLIC LIBRARY,12500,13300,13900,15175,16656,16656,23120,23120,27215,27215,28049,29126,30119,31507,31507,42292,43458,45829,45829,50039,50039,52195,55712,57349
702,WINHALL,1200,VT,WINHALL MEMORIAL,1200,1200,3000,3000,3500,3500,4736,6500,6500,5000,5500,4500,8000,8902,13200,12442,13200,12825,13200,13200,15400,15078,16799,15400
703,5,641279,WY,FREMONT COUNTY LIBRARY SYSTEM,554087,571164,610469,581903,565990,565990,583086,605146,711782,834674,765378,1065270,1131775,1279949,1445897,1553849,1819834,1932450,1813902,1778840,1786668,1881845,2331706,1931343
704,7,821135,WY,LARAMIE COUNTY LIBRARY SYSTEM,863278,930349,927527,1170968,1175910,1175910,1332325,1386122,1513939,1616634,1725338,1904056,2021445,2136600,2371660,3031445,4339689,2961365,2684244,2931842,3137293,3180442,3672712,4312458
705,17,264575,WY,CARBON COUNTY LIBRARY SYSTEM,242762,232865,236320,241598,285685,285685,309415,260615,263625,425991,430095,365180,413298,503456,567919,714711,758704,784771,658487,752609,765562,678545,615390,717148
706,22,86296,WY,GOSHEN COUNTY LIBRARY,78120,91097,100274,112697,116769,116769,149767,166114,175575,189292,191599,202627,211959,215738,230635,244338,257657,280534,279201,296739,318206,377804,326024,324709
707,23,190641,WY,HOT SPRINGS COUNTY LIBRARY,112086,23000,78500,53776,88992,88992,101000,80500,101159,137538,113150,108125,128253,128253,124100,137549,139967,218865,199999,195050,227000,218997,218370,222696
708,24,126638,WY,JOHNSON COUNTY LIBRARY SYSTEM,125000,128822,136000,148000,172400,172400,192072,204055,243000,255782,249061,306068,326688,382046,392773,479030,637153,621252,697870,695055,715494,778860,754094,785421
709,25,468819,WY,LINCOLN COUNTY LIBRARY SYSTEM,398874,482948,692236,574176,521310,521310,499317,501478,573429,558505,597594,610161,686876,792391,969573,1071868,1285267,1260344,1265267,1319986,1376265,1405114,1432925,1446655
710,26,47470,WY,NIOBRARA COUNTY LIBRARY,47472,48632,48632,15753,46488,46488,56682,59331,50571,66177,63964,85632,91995,102657,104783,127170,130432,157227,164820,168917,182563,198940,206847,206969
711,30,340388,WY,TETON COUNTY LIBRARY,353927,467858,502431,666500,704147,704147,1194141,1458313,1763159,2116938,2291370,2479519,2660840,2826339,2961793,2932535,3064460,3182000,2816326,2656426,2993774,3285342,3460776,3660120
712,33,117359,WY,WESTON COUNTY LIBRARY SYSTEM,128995,129618,116649,120564,141358,141358,150006,185606,176407,198420,209073,220410,183204,212384,207277,279758,273173,281058,270723,264528,267214,360885,317515,290903
